phase,quad_type,cell_x,cell_y,nivel,n_ciclones_contrib,n_ciclones,taxa_contagem_media,taxa_acumulada_media,cell_center_x_km,cell_center_y_km
mature,rotated,-4,-1,q99,572,1233,0.2821518574253462,5.619401449706423,-350.0,-50.0
mature,rotated,-4,0,15_6,742,1233,0.4486856351773901,8.359793980029911,-350.0,50.0
mature,rotated,-4,0,20_0,290,1233,0.10751831663631198,2.347001894357963,-350.0,50.0
mature,rotated,-4,0,25_0,22,1233,0.005118245914132794,0.1376963543064091,-350.0,50.0
mature,rotated,-4,0,b90,1115,1233,0.7193443208158681,11.983044867268195,-350.0,50.0
mature,rotated,-4,0,b95,1008,1233,0.5860006559973643,10.2132886371465,-350.0,50.0
mature,rotated,-4,0,b99,832,1233,0.3974056081215131,7.368923858464306,-350.0,50.0
mature,rotated,-4,0,q90,996,1233,0.6395146419694845,10.963079265796248,-350.0,50.0
mature,rotated,-4,0,q95,832,1233,0.5005837669578945,8.995152023940637,-350.0,50.0
mature,rotated,-4,0,q99,552,1233,0.25407806405809585,5.013769085264524,-350.0,50.0
mature,rotated,-4,1,15_6,743,1233,0.4253463760622179,7.785128039514059,-350.0,150.0
mature,rotated,-4,1,20_0,258,1233,0.0822774705111705,1.7836722800352405,-350.0,150.0
mature,rotated,-4,1,25_0,11,1233,0.002816255287473361,0.07787232085893796,-350.0,150.0
mature,rotated,-4,1,b90,1104,1233,0.703291979966333,11.52776489341613,-350.0,150.0
mature,rotated,-4,1,b95,997,1233,0.5592430871678128,9.599227607039976,-350.0,150.0
mature,rotated,-4,1,b99,812,1233,0.358156158167358,6.553186495360132,-350.0,150.0
mature,rotated,-4,1,q90,980,1233,0.6174564568386862,10.420853183581613,-350.0,150.0
mature,rotated,-4,1,q95,812,1233,0.4646036002292575,8.24282470262101,-350.0,150.0
mature,rotated,-4,1,q99,513,1233,0.21323695278910607,4.16673794370124,-350.0,150.0
mature,rotated,-4,2,15_6,697,1233,0.3836115190956149,6.9284834052944095,-350.0,250.0
mature,rotated,-4,2,20_0,204,1233,0.05894818479332384,1.2705129611777255,-350.0,250.0
mature,rotated,-4,2,25_0,9,1233,0.0021184684783447996,0.058313550638628905,-350.0,250.0
mature,rotated,-4,2,b90,1105,1233,0.6722830176064213,10.831016697877681,-350.0,250.0
mature,rotated,-4,2,b95,979,1233,0.5163723256984004,8.737867835064533,-350.0,250.0
mature,rotated,-4,2,b99,767,1233,0.3102123787415926,5.602312310302094,-350.0,250.0
mature,rotated,-4,2,q90,953,1233,0.5762856950854924,9.589715628182088,-350.0,250.0
mature,rotated,-4,2,q95,767,1233,0.4191308923887773,7.327370143119338,-350.0,250.0
mature,rotated,-4,2,q99,455,1233,0.17098104846237575,3.2994685456657744,-350.0,250.0
mature,rotated,-4,3,15_6,653,1233,0.33911451755766175,6.048188084053596,-350.0,350.0
mature,rotated,-4,3,20_0,152,1233,0.03913396876286456,0.8382535071988175,-350.0,350.0
mature,rotated,-4,3,25_0,8,1233,0.001276532316585357,0.034863209011807055,-350.0,350.0
mature,rotated,-4,3,b90,1082,1233,0.6276822439447373,9.96023779178946,-350.0,350.0
mature,rotated,-4,3,b95,914,1233,0.4665928855552755,7.78488885015876,-350.0,350.0
mature,rotated,-4,3,b99,731,1233,0.2617658983018817,4.673173373242356,-350.0,350.0
mature,rotated,-4,3,q90,897,1233,0.5262285010025407,8.631873910418312,-350.0,350.0
mature,rotated,-4,3,q95,731,1233,0.36546977581214707,6.329566131940662,-350.0,350.0
mature,rotated,-4,3,q99,390,1233,0.13366504714583596,2.547392116044247,-350.0,350.0
mature,rotated,-4,4,15_6,612,1233,0.2900256833755641,5.102248393809088,-350.0,450.0
mature,rotated,-4,4,20_0,116,1233,0.02464375413551137,0.5250884218044983,-350.0,450.0
mature,rotated,-4,4,25_0,9,1233,0.0010626026299318902,0.02810020517242018,-350.0,450.0
mature,rotated,-4,4,b90,1036,1233,0.5708233576642017,8.918068873547575,-350.0,450.0
mature,rotated,-4,4,b95,877,1233,0.40510772049993365,6.677699688038458,-350.0,450.0
mature,rotated,-4,4,b99,666,1233,0.2116039791581809,3.722620887797826,-350.0,450.0
mature,rotated,-4,4,q90,853,1233,0.4643661200683715,7.524990352462303,-350.0,450.0
mature,rotated,-4,4,q95,666,1233,0.3085339628208118,5.272014371013326,-350.0,450.0
mature,rotated,-4,4,q99,324,1233,0.09779559266742266,1.8362583142013467,-350.0,450.0
mature,rotated,-4,5,15_6,549,1233,0.23075835293552702,4.015633853271584,-350.0,550.0
mature,rotated,-4,5,20_0,76,1233,0.0143921713330132,0.3075536936874825,-350.0,550.0
mature,rotated,-4,5,25_0,6,1233,0.0007860905592121434,0.020871389013334497,-350.0,550.0
mature,rotated,-4,5,b90,998,1233,0.4976221264295576,7.634497919459051,-350.0,550.0
mature,rotated,-4,5,b95,810,1233,0.3345454449779595,5.427059492181704,-350.0,550.0
mature,rotated,-4,5,b99,604,1233,0.15921750769517362,2.7593207616444166,-350.0,550.0
mature,rotated,-4,5,q90,784,1233,0.39255698742176626,6.25953333119774,-350.0,550.0
mature,rotated,-4,5,q95,604,1233,0.24410777090424354,4.107303832217996,-350.0,550.0
mature,rotated,-4,5,q99,247,1233,0.06453517194457602,1.2011283640617314,-350.0,550.0
mature,rotated,-4,6,15_6,491,1233,0.1770419145316411,3.058086159784758,-350.0,650.0
mature,rotated,-4,6,20_0,49,1233,0.008077982250153319,0.17538910651113596,-350.0,650.0
mature,rotated,-4,6,25_0,6,1233,0.0006237813714918297,0.016892372662801563,-350.0,650.0
mature,rotated,-4,6,b90,919,1233,0.4108041851081686,6.212791727202022,-350.0,650.0
mature,rotated,-4,6,b95,734,1233,0.262853751030121,4.207964505009864,-350.0,650.0
mature,rotated,-4,6,b99,517,1233,0.11650169073067111,1.9955771896954246,-350.0,650.0
mature,rotated,-4,6,q90,706,1233,0.31288509595390884,4.923969566653996,-350.0,650.0
mature,rotated,-4,6,q95,517,1233,0.18313892789186875,3.049351779758295,-350.0,650.0
mature,rotated,-4,6,q99,197,1233,0.043110213024421244,0.7944497506955055,-350.0,650.0
mature,rotated,-4,7,15_6,405,1233,0.13040742791612736,2.2350731904987455,-350.0,750.0
mature,rotated,-4,7,20_0,31,1233,0.0046997728859634585,0.10260565078980817,-350.0,750.0
mature,rotated,-4,7,25_0,6,1233,0.0005059482980430274,0.013232181130823048,-350.0,750.0
mature,rotated,-4,7,b90,832,1233,0.32773104218755145,4.881717787577302,-350.0,750.0
mature,rotated,-4,7,b95,640,1233,0.19913489086573283,3.1487742082928087,-350.0,750.0
mature,rotated,-4,7,b99,421,1233,0.0832823275324107,1.4088353777923133,-350.0,750.0
mature,rotated,-4,7,q90,617,1233,0.24143647505867805,3.7510539867557204,-350.0,750.0
mature,rotated,-4,7,q95,421,1233,0.13482361739742413,2.2194205016042297,-350.0,750.0
mature,rotated,-4,7,q99,141,1233,0.028318441688083104,0.5160084432450062,-350.0,750.0
mature,rotated,-4,8,15_6,307,1233,0.08959762724310295,1.5262629463419382,-350.0,850.0
mature,rotated,-4,8,20_0,23,1233,0.002879293791815794,0.06178991929723171,-350.0,850.0
mature,rotated,-4,8,25_0,3,1233,0.00016492237007027633,0.0042345660012882745,-350.0,850.0
mature,rotated,-4,8,b90,729,1233,0.25153590060092534,3.691402917574747,-350.0,850.0
mature,rotated,-4,8,b95,533,1233,0.14403648093990964,2.246816245958793,-350.0,850.0
mature,rotated,-4,8,b99,328,1233,0.05708815770672432,0.9458739931844592,-350.0,850.0
mature,rotated,-4,8,q90,500,1233,0.1772696218673951,2.720348767460397,-350.0,850.0
mature,rotated,-4,8,q95,328,1233,0.0944878551171553,1.5327296941762478,-350.0,850.0
mature,rotated,-4,8,q99,100,1233,0.017837526428034167,0.31598767726785576,-350.0,850.0
mature,rotated,-4,9,15_6,239,1233,0.06055620079382995,1.0243960364843212,-350.0,950.0
mature,rotated,-4,9,20_0,15,1233,0.0016297169362194668,0.03498135853515673,-350.0,950.0
mature,rotated,-4,9,b90,646,1233,0.19337360901256495,2.7871153318666964,-350.0,950.0
mature,rotated,-4,9,b95,450,1233,0.10388608371393722,1.5882545320983499,-350.0,950.0
mature,rotated,-4,9,b99,254,1233,0.03781427445310232,0.6121012650149945,-350.0,950.0
mature,rotated,-4,9,q90,422,1233,0.12962376377177323,1.953847094586288,-350.0,950.0
mature,rotated,-4,9,q95,254,1233,0.0655314432512905,1.0365032489497894,-350.0,950.0
mature,rotated,-4,9,q99,76,1233,0.010480704050983143,0.18233346254308125,-350.0,950.0
mature,rotated,-4,10,15_6,159,1233,0.036325442260066745,0.6114232510630294,-350.0,1050.0
mature,rotated,-4,10,20_0,9,1233,0.0009163932281488946,0.019514685427772623,-350.0,1050.0
mature,rotated,-4,10,b90,514,1233,0.13309914932893382,1.8782938977387131,-350.0,1050.0
mature,rotated,-4,10,b95,331,1233,0.06657031533236478,1.0000161294332688,-350.0,1050.0
mature,rotated,-4,10,b99,171,1233,0.022026983645936353,0.35147617307598467,-350.0,1050.0
mature,rotated,-4,10,q90,309,1233,0.08549126512773865,1.262177353569355,-350.0,1050.0
mature,rotated,-4,10,q95,171,1233,0.040325435064540664,0.6315014594951128,-350.0,1050.0
mature,rotated,-4,10,q99,38,1233,0.0054697368044510485,0.09525888788698783,-350.0,1050.0
mature,rotated,-3,-11,15_6,221,1233,0.06555203231106496,1.122908447191336,-250.0,-1050.0
mature,rotated,-3,-11,20_0,13,1233,0.00279213080676288,0.058073193539992886,-250.0,-1050.0
mature,rotated,-3,-11,b90,700,1233,0.22973001556888265,3.056765252836051,-250.0,-1050.0
mature,rotated,-3,-11,b95,505,1233,0.12929723635483625,1.8478138580125145,-250.0,-1050.0
mature,rotated,-3,-11,b99,302,1233,0.0533075908885978,0.8183951878344278,-250.0,-1050.0
mature,rotated,-3,-11,q90,476,1233,0.158812169466306,2.229471789483644,-250.0,-1050.0
mature,rotated,-3,-11,q95,302,1233,0.08555239548862997,1.280704574036619,-250.0,-1050.0
mature,rotated,-3,-11,q99,87,1233,0.01743751817869211,0.28762651745610684,-250.0,-1050.0
mature,rotated,-3,-10,15_6,276,1233,0.09211830306165987,1.5813353339558196,-250.0,-950.0
mature,rotated,-3,-10,20_0,19,1233,0.0033487135212264805,0.07028829723529871,-250.0,-950.0
mature,rotated,-3,-10,b90,755,1233,0.2797764364807596,3.8640537227225638,-250.0,-950.0
mature,rotated,-3,-10,b95,568,1233,0.16636185248952054,2.4619394908910928,-250.0,-950.0
mature,rotated,-3,-10,b99,366,1233,0.07202109933150591,1.1392039065391124,-250.0,-950.0
mature,rotated,-3,-10,q90,531,1233,0.20012464164566413,2.918475773234984,-250.0,-950.0
mature,rotated,-3,-10,q95,366,1233,0.11421294947517924,1.7544805480200671,-250.0,-950.0
mature,rotated,-3,-10,q99,118,1233,0.024709571230097472,0.42592658955699225,-250.0,-950.0
mature,rotated,-3,-9,15_6,350,1233,0.1287153425332084,2.2258691385030627,-250.0,-850.0
mature,rotated,-3,-9,20_0,33,1233,0.006314289155280173,0.13291772433402074,-250.0,-850.0
mature,rotated,-3,-9,25_0,2,1233,6.884804822668082e-05,0.0019383187616304792,-250.0,-850.0
mature,rotated,-3,-9,b90,803,1233,0.3357238673855532,4.831526196874031,-250.0,-850.0
mature,rotated,-3,-9,b95,636,1233,0.21486918669749722,3.288833226351297,-250.0,-850.0
mature,rotated,-3,-9,b99,430,1233,0.09946096245979699,1.627894752301519,-250.0,-850.0
mature,rotated,-3,-9,q90,609,1233,0.25621286247431224,3.8481948489343334,-250.0,-850.0
mature,rotated,-3,-9,q95,430,1233,0.15121574848471006,2.409959598416234,-250.0,-850.0
mature,rotated,-3,-9,q99,162,1233,0.039108590109775854,0.6763671903309026,-250.0,-850.0
mature,rotated,-3,-8,15_6,430,1233,0.17662865688041793,3.0964357406393437,-250.0,-750.0
mature,rotated,-3,-8,20_0,80,1233,0.012951052770257062,0.27324312328968137,-250.0,-750.0
mature,rotated,-3,-8,25_0,2,1233,9.501030655281953e-05,0.0026514810186332766,-250.0,-750.0
mature,rotated,-3,-8,b90,851,1233,0.401787960989659,5.9870086644705856,-250.0,-750.0
mature,rotated,-3,-8,b95,706,1233,0.2767135835437176,4.371252059232335,-250.0,-750.0
mature,rotated,-3,-8,b99,518,1233,0.14012858357045288,2.3750708343825653,-250.0,-750.0
mature,rotated,-3,-8,q90,687,1233,0.32294465902564357,5.002602748208791,-250.0,-750.0
mature,rotated,-3,-8,q95,518,1233,0.20487007598428733,3.378321476276539,-250.0,-750.0
mature,rotated,-3,-8,q99,243,1233,0.06280324721508679,1.1292538636431497,-250.0,-750.0
mature,rotated,-3,-7,15_6,516,1233,0.24119552123754726,4.291237304518109,-250.0,-650.0
mature,rotated,-3,-7,20_0,146,1233,0.027485115847457137,0.5822742099678885,-250.0,-650.0
mature,rotated,-3,-7,25_0,5,1233,0.0003631533295816443,0.009410344234811371,-250.0,-650.0
mature,rotated,-3,-7,b90,903,1233,0.4709295327204855,7.264110609409555,-250.0,-650.0
mature,rotated,-3,-7,b95,764,1233,0.34573031430648904,5.652164846926179,-250.0,-650.0
mature,rotated,-3,-7,b99,595,1233,0.19760395861603994,3.441743446318882,-250.0,-650.0
mature,rotated,-3,-7,q90,740,1233,0.38962786603253824,6.246105878239709,-250.0,-650.0
mature,rotated,-3,-7,q95,595,1233,0.2749790262340833,4.6578889058020945,-250.0,-650.0
mature,rotated,-3,-7,q99,325,1233,0.10136159263934424,1.8736753963360648,-250.0,-650.0
mature,rotated,-3,-6,15_6,583,1233,0.31362728446899657,5.6860347792507095,-250.0,-550.0
mature,rotated,-3,-6,20_0,198,1233,0.05200605625358225,1.1147435280882787,-250.0,-550.0
mature,rotated,-3,-6,25_0,12,1233,0.0014429674419698339,0.03732150632561131,-250.0,-550.0
mature,rotated,-3,-6,b90,952,1233,0.5391673727451702,8.612912102796683,-250.0,-550.0
mature,rotated,-3,-6,b95,831,1233,0.4181920973746182,7.047157385718651,-250.0,-550.0
mature,rotated,-3,-6,b99,671,1233,0.2630016437707605,4.715248534766372,-250.0,-550.0
mature,rotated,-3,-6,q90,806,1233,0.46043454607492934,7.629244519852745,-250.0,-550.0
mature,rotated,-3,-6,q95,671,1233,0.3495100849246171,6.079796529956797,-250.0,-550.0
mature,rotated,-3,-6,q99,398,1233,0.15210536730399382,2.899121558307007,-250.0,-550.0
mature,rotated,-3,-5,15_6,646,1233,0.3784976678610268,7.017410274304813,-250.0,-450.0
mature,rotated,-3,-5,20_0,264,1233,0.08649859227445936,1.8780512233587976,-250.0,-450.0
mature,rotated,-3,-5,25_0,22,1233,0.0031463947777320683,0.08211480773212641,-250.0,-450.0
mature,rotated,-3,-5,b90,1004,1233,0.6022386968500372,9.924535497887247,-250.0,-450.0
mature,rotated,-3,-5,b95,879,1233,0.48039861290167934,8.341571870565922,-250.0,-450.0
mature,rotated,-3,-5,b99,723,1233,0.32620760065815957,6.027404209258184,-250.0,-450.0
mature,rotated,-3,-5,q90,862,1233,0.5215484239037403,8.911502604620605,-250.0,-450.0
mature,rotated,-3,-5,q95,723,1233,0.41174926202009776,7.380170437697359,-250.0,-450.0
mature,rotated,-3,-5,q99,482,1233,0.20896320476816768,4.094700214998071,-250.0,-450.0
mature,rotated,-3,-4,15_6,686,1233,0.4224071322981583,7.999881002043593,-250.0,-350.0
mature,rotated,-3,-4,20_0,323,1233,0.12469940549242763,2.733373329130823,-250.0,-350.0
mature,rotated,-3,-4,25_0,35,1233,0.006899032240883454,0.18038869238285954,-250.0,-350.0
mature,rotated,-3,-4,b90,1026,1233,0.6515876591117071,10.999944915313472,-250.0,-350.0
mature,rotated,-3,-4,b95,930,1233,0.5348377035302857,9.474967615311453,-250.0,-350.0
mature,rotated,-3,-4,b99,782,1233,0.3761533780560359,7.108350598301517,-250.0,-350.0
mature,rotated,-3,-4,q90,917,1233,0.5794148568222697,10.088280556776516,-250.0,-350.0
mature,rotated,-3,-4,q95,782,1233,0.46344508618258207,8.48071763705625,-250.0,-350.0
mature,rotated,-3,-4,q99,538,1233,0.2585409579883757,5.168306096469667,-250.0,-350.0
mature,rotated,-3,-3,15_6,741,1233,0.4571142793088043,8.740079531358845,-250.0,-250.0
mature,rotated,-3,-3,20_0,345,1233,0.14986804998220485,3.29864562728907,-250.0,-250.0
mature,rotated,-3,-3,25_0,37,1233,0.009278989911975425,0.24352353018627815,-250.0,-250.0
mature,rotated,-3,-3,b90,1068,1233,0.6820668214412748,11.715973473474078,-250.0,-250.0
mature,rotated,-3,-3,b95,951,1233,0.573628353044265,10.289270982018119,-250.0,-250.0
mature,rotated,-3,-3,b99,828,1233,0.41201482914416765,7.867907460848916,-250.0,-250.0
mature,rotated,-3,-3,q90,937,1233,0.6150831703406474,10.861222826462155,-250.0,-250.0
mature,rotated,-3,-3,q95,828,1233,0.5034834417974319,9.295683206770153,-250.0,-250.0
mature,rotated,-3,-3,q99,578,1233,0.29329214805741977,5.914914241648843,-250.0,-250.0
mature,rotated,-3,-2,15_6,753,1233,0.4747876090945413,9.05775781990608,-250.0,-150.0
mature,rotated,-3,-2,20_0,344,1233,0.15135574032352905,3.3398954465067914,-250.0,-150.0
mature,rotated,-3,-2,25_0,38,1233,0.009293897044755235,0.2440953944072933,-250.0,-150.0
mature,rotated,-3,-2,b90,1074,1233,0.7009841371768581,12.06806850660102,-250.0,-150.0
mature,rotated,-3,-2,b95,980,1233,0.5904818516649044,10.613968960892821,-250.0,-150.0
mature,rotated,-3,-2,b99,844,1233,0.4257023739585467,8.127986690226638,-250.0,-150.0
mature,rotated,-3,-2,q90,959,1233,0.6326815600935402,11.200835399993455,-250.0,-150.0
mature,rotated,-3,-2,q95,844,1233,0.5198521528005094,9.613788106230412,-250.0,-150.0
mature,rotated,-3,-2,q99,573,1233,0.29637238593614323,6.003461082308587,-250.0,-150.0
mature,rotated,-3,-1,15_6,758,1233,0.46524872688970037,8.790192630238693,-250.0,-50.0
mature,rotated,-3,-1,20_0,325,1233,0.13567444289280614,2.9784699522836737,-250.0,-50.0
mature,rotated,-3,-1,25_0,33,1233,0.00683689654377942,0.1809334673248354,-250.0,-50.0
mature,rotated,-3,-1,b90,1079,1233,0.7068627461906437,12.04656000170516,-250.0,-50.0
mature,rotated,-3,-1,b95,991,1233,0.5880686184908984,10.460157918533984,-250.0,-50.0
mature,rotated,-3,-1,b99,845,1233,0.41636777892230326,7.857816400559274,-250.0,-50.0
mature,rotated,-3,-1,q90,967,1233,0.6336151085591282,11.098755019825479,-250.0,-50.0
mature,rotated,-3,-1,q95,845,1233,0.5144716347902659,9.404164889915867,-250.0,-50.0
mature,rotated,-3,-1,q99,571,1233,0.2807356417348522,5.624007999077229,-250.0,-50.0
mature,rotated,-3,0,15_6,751,1233,0.4420424645740504,8.216209688423579,-250.0,50.0
mature,rotated,-3,0,20_0,288,1233,0.10453064036381696,2.2827377738811316,-250.0,50.0
mature,rotated,-3,0,25_0,26,1233,0.0048688416756898535,0.1292673679503193,-250.0,50.0
mature,rotated,-3,0,b90,1092,1233,0.7020252904826626,11.743919990963338,-250.0,50.0
mature,rotated,-3,0,b95,1004,1233,0.5733996418892154,10.007067496695486,-250.0,50.0
mature,rotated,-3,0,b99,837,1233,0.3870480358859549,7.1773909783819265,-250.0,50.0
mature,rotated,-3,0,q90,988,1233,0.6260888780674371,10.748269298232987,-250.0,50.0
mature,rotated,-3,0,q95,837,1233,0.4888853986839143,8.787712671683026,-250.0,50.0
mature,rotated,-3,0,q99,544,1233,0.24127239445402232,4.774916918098218,-250.0,50.0
mature,rotated,-3,1,15_6,740,1233,0.41291183342649085,7.541636031213228,-250.0,150.0
mature,rotated,-3,1,20_0,243,1233,0.07714365851495923,1.6707818371897853,-250.0,150.0
mature,rotated,-3,1,25_0,12,1233,0.0023081911912417657,0.0632903295321155,-250.0,150.0
mature,rotated,-3,1,b90,1089,1233,0.6844900800756948,11.241419756422092,-250.0,150.0
mature,rotated,-3,1,b95,994,1233,0.5440987068933644,9.340010531939383,-250.0,150.0
mature,rotated,-3,1,b99,809,1233,0.34713031321704213,6.339063767711121,-250.0,150.0
mature,rotated,-3,1,q90,973,1233,0.6006050265585517,10.1441873171276,-250.0,150.0
mature,rotated,-3,1,q95,809,1233,0.4528823504995555,8.020102630748323,-250.0,150.0
mature,rotated,-3,1,q99,492,1233,0.19836232861635528,3.882879850996744,-250.0,150.0
mature,rotated,-3,2,15_6,708,1233,0.3731754687936874,6.72261511474709,-250.0,250.0
mature,rotated,-3,2,20_0,200,1233,0.05519876464815159,1.189030386381027,-250.0,250.0
mature,rotated,-3,2,25_0,7,1233,0.0013041959919632084,0.03658685093280402,-250.0,250.0
mature,rotated,-3,2,b90,1093,1233,0.6615058558422988,10.656081992377208,-250.0,250.0
mature,rotated,-3,2,b95,974,1233,0.5071125253129514,8.56420306971303,-250.0,250.0
mature,rotated,-3,2,b99,776,1233,0.29982784237672433,5.406094005609928,-250.0,250.0
mature,rotated,-3,2,q90,950,1233,0.5687010218713688,9.436344944128448,-250.0,250.0
mature,rotated,-3,2,q95,776,1233,0.40638331284316265,7.1028088893726835,-250.0,250.0
mature,rotated,-3,2,q99,446,1233,0.16144802356318216,3.1187803804068146,-250.0,250.0
mature,rotated,-3,3,15_6,664,1233,0.33041049320527777,5.8829778816493095,-250.0,350.0
mature,rotated,-3,3,20_0,150,1233,0.03641140559581973,0.7789460889862826,-250.0,350.0
mature,rotated,-3,3,25_0,6,1233,0.0008018491208792722,0.023219035289069635,-250.0,350.0
mature,rotated,-3,3,b90,1085,1233,0.6233887780425721,9.894155366902565,-250.0,350.0
mature,rotated,-3,3,b95,927,1233,0.45869631224240465,7.652503512748251,-250.0,350.0
mature,rotated,-3,3,b99,742,1233,0.25549341640682827,4.554673751527041,-250.0,350.0
mature,rotated,-3,3,q90,912,1233,0.5196974992410129,8.52236513817516,-250.0,350.0
mature,rotated,-3,3,q95,742,1233,0.35882691442262826,6.201572972510628,-250.0,350.0
mature,rotated,-3,3,q99,388,1233,0.1282485750800869,2.446571190364313,-250.0,350.0
mature,rotated,-3,4,15_6,624,1233,0.2895827644032185,5.090411086100129,-250.0,450.0
mature,rotated,-3,4,20_0,109,1233,0.023266685976868748,0.49737441360533824,-250.0,450.0
mature,rotated,-3,4,25_0,8,1233,0.0010220386060352498,0.02781415273847033,-250.0,450.0
mature,rotated,-3,4,b90,1052,1233,0.5712621198359813,8.941675945743725,-250.0,450.0
mature,rotated,-3,4,b95,887,1233,0.40665008319824725,6.702159841973379,-250.0,450.0
mature,rotated,-3,4,b99,680,1233,0.2117208560784715,3.7271141567711994,-250.0,450.0
mature,rotated,-3,4,q90,860,1233,0.4675640414134939,7.5740296042584765,-250.0,450.0
mature,rotated,-3,4,q95,680,1233,0.3099054057611222,5.293317888037435,-250.0,450.0
mature,rotated,-3,4,q99,328,1233,0.09560057075137941,1.8044116444962346,-250.0,450.0
mature,rotated,-3,5,15_6,559,1233,0.23380769069040014,4.075863695775824,-250.0,550.0
mature,rotated,-3,5,20_0,87,1233,0.015630476507365747,0.33433685111478095,-250.0,550.0
mature,rotated,-3,5,25_0,7,1233,0.0009177319994243395,0.02426356564155934,-250.0,550.0
mature,rotated,-3,5,b90,1000,1233,0.5013872453907365,7.740224728861215,-250.0,550.0
mature,rotated,-3,5,b95,825,1233,0.341603931258592,5.563330176540091,-250.0,550.0
mature,rotated,-3,5,b99,611,1233,0.16546153899207255,2.872868167518109,-250.0,550.0
mature,rotated,-3,5,q90,804,1233,0.398476379863476,6.386237058879113,-250.0,550.0
mature,rotated,-3,5,q95,611,1233,0.25251496437411297,4.252624261107359,-250.0,550.0
mature,rotated,-3,5,q99,267,1233,0.06972070408425365,1.2986451303929987,-250.0,550.0
mature,rotated,-3,6,15_6,497,1233,0.1808638988761825,3.132861377298097,-250.0,650.0
mature,rotated,-3,6,20_0,61,1233,0.009545345833548907,0.2061257433243638,-250.0,650.0
mature,rotated,-3,6,25_0,7,1233,0.0007565267361656143,0.019872303579326567,-250.0,650.0
mature,rotated,-3,6,b90,919,1233,0.415884795637715,6.326392003867216,-250.0,650.0
mature,rotated,-3,6,b95,751,1233,0.269922674856318,4.341991039248888,-250.0,650.0
mature,rotated,-3,6,b99,525,1233,0.12391459752267404,2.134626726785253,-250.0,650.0
mature,rotated,-3,6,q90,723,1233,0.31877905294235087,5.03940590011474,-250.0,650.0
mature,rotated,-3,6,q95,525,1233,0.19327136091403468,3.2289584570507177,-250.0,650.0
mature,rotated,-3,6,q99,207,1233,0.050584357258254095,0.9346695866010416,-250.0,650.0
mature,rotated,-3,7,15_6,410,1233,0.13216224616183217,2.2749435744597974,-250.0,750.0
mature,rotated,-3,7,20_0,37,1233,0.005647892254338546,0.1216507147875222,-250.0,750.0
mature,rotated,-3,7,25_0,4,1233,0.0003124863142150887,0.008212210430387104,-250.0,750.0
mature,rotated,-3,7,b90,839,1233,0.33209735737288826,4.966320999940445,-250.0,750.0
mature,rotated,-3,7,b95,648,1233,0.20296356481315087,3.229496236010783,-250.0,750.0
mature,rotated,-3,7,b99,428,1233,0.08896586465001301,1.5152993580442626,-250.0,750.0
mature,rotated,-3,7,q90,626,1233,0.24337593468786228,3.8052377913787865,-250.0,750.0
mature,rotated,-3,7,q95,428,1233,0.1409876953362227,2.3321737195487544,-250.0,750.0
mature,rotated,-3,7,q99,157,1233,0.03405760814783213,0.6229372538037639,-250.0,750.0
mature,rotated,-3,8,15_6,313,1233,0.09108979480938346,1.559572106769326,-250.0,850.0
mature,rotated,-3,8,20_0,30,1233,0.0036175636352637564,0.07710039174514603,-250.0,850.0
mature,rotated,-3,8,25_0,3,1233,0.00010851614770170283,0.002778413078552309,-250.0,850.0
mature,rotated,-3,8,b90,739,1233,0.2546317809496216,3.7579033061145877,-250.0,850.0
mature,rotated,-3,8,b95,541,1233,0.1496562603045975,2.347188872199212,-250.0,850.0
mature,rotated,-3,8,b99,338,1233,0.060619932343949655,1.0179215582513712,-250.0,850.0
mature,rotated,-3,8,q90,512,1233,0.18187567697876822,2.8073100904875683,-250.0,850.0
mature,rotated,-3,8,q95,338,1233,0.09930237621153376,1.6170769798926898,-250.0,850.0
mature,rotated,-3,8,q99,107,1233,0.021296887746215014,0.3866806117201982,-250.0,850.0
mature,rotated,-3,9,15_6,248,1233,0.0630945772393555,1.0727947391468489,-250.0,950.0
mature,rotated,-3,9,20_0,16,1233,0.0017368868684241507,0.03735348093324764,-250.0,950.0
mature,rotated,-3,9,b90,648,1233,0.1939894844384529,2.8255268001019096,-250.0,950.0
mature,rotated,-3,9,b95,455,1233,0.10821590776615282,1.676275886886499,-250.0,950.0
mature,rotated,-3,9,b99,261,1233,0.041135680677111194,0.677239621222361,-250.0,950.0
mature,rotated,-3,9,q90,422,1233,0.13328863538053573,2.0321291262013363,-250.0,950.0
mature,rotated,-3,9,q95,261,1233,0.07057360321593499,1.1349812705040017,-250.0,950.0
mature,rotated,-3,9,q99,69,1233,0.011837330799071488,0.20891835035479037,-250.0,950.0
mature,rotated,-3,10,15_6,174,1233,0.044786306632759364,0.7582458782623469,-250.0,1050.0
mature,rotated,-3,10,20_0,11,1233,0.001146079877351487,0.024671966651299032,-250.0,1050.0
mature,rotated,-3,10,b90,536,1233,0.14262206086963616,2.038563561035483,-250.0,1050.0
mature,rotated,-3,10,b95,361,1233,0.07683563440282819,1.170836278223019,-250.0,1050.0
mature,rotated,-3,10,b99,189,1233,0.027307796864386835,0.4438791992556735,-250.0,1050.0
mature,rotated,-3,10,q90,326,1233,0.09603059330888435,1.436414083321579,-250.0,1050.0
mature,rotated,-3,10,q95,189,1233,0.04794000196453286,0.7619317977381538,-250.0,1050.0
mature,rotated,-3,10,q99,52,1233,0.007893627406239832,0.13774367581701577,-250.0,1050.0
